sdss_dr7objid,sdss_dr8objid,RA,DEC,z,z_phot,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,probPSF,sdss_u_mag,sdss_u_err,sdss_g_mag,sdss_g_err,sdss_r_mag,sdss_r_err,sdss_i_mag,sdss_i_err,sdss_z_mag,sdss_z_err
587722982815957103,1237648704040861791,184.8369,-0.2415377,0.05043545,0.062238,5.549257,4.387348,4.33421,4.068089,3.881961,5.967781,5.318507,5.235381,5.166252,5.125004,0,19.95343,0.03112007,18.14874,0.004907623,17.42325,0.003378541,16.98966,0.003519499,16.69664,0.008409701
587722982821527836,1237648704046432575,197.6417,-0.3728129,0.1394849,0.148576,4.538064,3.196387,3.128706,2.970637,3.030823,4.441777,3.860671,3.950894,4.0557,3.907114,0,21.04182,0.06123273,19.45577,0.00945912,18.48216,0.006916246,18.00779,0.005558199,17.7052,0.01715674
587722983904444632,1237648705129349141,218.5469,0.6157527,0.02989913,0.057839,8.084287,8.363749,8.257897,8.0738,7.914797,7.852854,8.94997,8.426273,8.320274,8.741505,0,20.42141,0.04141954,18.52566,0.006131471,17.67412,0.00412447,17.2344,0.006328959,16.92186,0.009553287
588848899897884886,1237648721215946942,146.2998,-0.1199955,0.03074224,0.055246,12.40085,12.49428,11.49119,10.78909,9.450465,13.58786,12.98295,13.23546,12.73684,11.72732,0,20.74857,0.05543816,18.67811,0.006113516,17.62401,0.003670807,17.10015,0.00335789,16.69177,0.007621133
588848899897884886,1237648721215946942,146.2998,-0.1199955,0.03070351,0.055246,12.40085,12.49428,11.49119,10.78909,9.450465,13.58786,12.98295,13.23546,12.73684,11.72732,0,20.74857,0.05543816,18.67811,0.006113516,17.62401,0.003670807,17.10015,0.00335789,16.69177,0.007621133
588848899907911752,1237648721225973840,169.196,-0.1002097,0.03931824,0.039833,7.711847,8.951548,8.956833,8.159769,7.716027,6.608538,11.46299,10.86525,8.62611,7.923993,0,20.40749,0.4521215,18.86716,0.05611364,18.07328,0.02180511,17.6672,0.01321467,17.34839,0.0202504
588848899910402059,1237648721228464139,174.7639,-0.2059989,0.01801363,0.056057,29.10697,29.12107,22.07251,21.30184,20.98592,29.493,31.06023,28.92604,28.35447,30.25282,0,19.37999,0.02111901,17.42456,0.002993589,16.4721,0.001958473,15.97333,0.001794969,15.58339,0.0037585
588848899910402059,1237648721228464139,174.7639,-0.2059989,0.01805773,0.056057,29.10697,29.12107,22.07251,21.30184,20.98592,29.493,31.06023,28.92604,28.35447,30.25282,0,19.37999,0.02111901,17.42456,0.002993589,16.4721,0.001958473,15.97333,0.001794969,15.58339,0.0037585
588848899910402059,1237648721228464139,174.7639,-0.2059989,0.01806758,0.056057,29.10697,29.12107,22.07251,21.30184,20.98592,29.493,31.06023,28.92604,28.35447,30.25282,0,19.37999,0.02111901,17.42456,0.002993589,16.4721,0.001958473,15.97333,0.001794969,15.58339,0.0037585
588848899935699292,1237648721253761371,232.6097,0.002980556,0.0859503,0.088042,4.24364,4.083095,3.818073,3.705746,3.481843,4.400016,4.191723,4.134154,4.09529,3.818826,0,20.5447,0.04622684,19.08129,0.008134042,18.28849,0.00602779,17.77313,0.005685738,17.48835,0.01509648
588848899935699292,1237648721253761371,232.6097,0.002980556,0.08599778,0.088042,4.24364,4.083095,3.818073,3.705746,3.481843,4.400016,4.191723,4.134154,4.09529,3.818826,0,20.5447,0.04622684,19.08129,0.008134042,18.28849,0.00602779,17.77313,0.005685738,17.48835,0.01509648
588848899935633795,1237648721253695851,232.4886,-0.1576392,0.08787218,0.10024,7.897406,8.105677,7.811616,7.840401,8.146277,8.855132,8.237536,7.942871,7.826731,7.106689,0,21.4153,0.07888556,19.62299,0.01053203,18.63592,0.006789597,18.13976,0.006449896,17.76745,0.01592711
588848899934716280,1237648721252778376,230.403,-0.01500153,0.1223376,0.139384,6.045979,5.932741,5.821135,5.576771,5.312783,6.402681,6.163531,6.154316,6.081684,6.243461,0,20.64499,0.05084916,19.42704,0.01167018,18.57325,0.006909027,18.1055,0.007460372,17.80146,0.01930106
588848899931373713,1237648721249435820,222.7488,-0.03750439,0.04297701,0.165245,9.819199,22.80445,19.66718,5.480735,17.60006,7.981871,24.14183,24.04103,22.95044,19.82111,0,18.94735,0.01742225,17.216,0.03493021,16.33806,0.01425885,15.86073,0.02332827,15.47249,0.04426084
588848899926851869,1237648721244913964,212.4614,-0.04490287,0.1349735,0.131398,3.316117,2.375588,2.246464,2.174159,2.439851,3.553284,2.648646,2.611927,2.529635,3.012978,0,20.92159,0.06140469,19.24434,0.009058204,18.39358,0.006478036,18.03677,0.005480747,17.80112,0.01881559
588848899915120659,1237648721233182854,185.5731,-0.1290332,0.1720798,0.185138,2.025379,2.015478,1.883871,1.627676,1.636333,2.405857,2.550196,2.515715,2.570839,2.471073,0,20.82433,0.0712123,19.26841,0.04742396,18.26274,0.04387651,17.88271,0.05169851,17.64236,0.03392784
588848899907649680,1237648721225711805,168.5413,-0.1357626,0.1001532,0.187289,3.213142,3.230893,3.218967,3.140518,2.888165,2.912333,3.807019,3.88603,3.828317,3.410268,0,20.12989,0.03234566,18.89929,0.02405426,18.12132,0.02119356,17.51097,0.01540074,17.28458,0.02519345
588848899906404568,1237648721224466683,165.7061,-0.1628387,0.1021754,0.090604,43.76377,3.784788,3.763187,3.538175,3.2859,4.316173,4.953083,4.797516,4.803363,4.266461,0,20.97781,0.05658264,18.99432,0.00648214,18.03742,0.00525757,17.54692,0.004051613,17.20967,0.01264563
588848899905683681,1237648721223745739,164.1078,-0.08077594,0.1147261,0.124616,13.2038,8.893443,8.135879,6.851103,5.943559,11.72747,9.188131,9.335399,7.377857,6.862751,0,20.71631,0.05480057,19.2742,0.01121961,18.40563,0.008266727,17.92896,0.006190907,17.63701,0.01862967
588848899904241860,1237648721222303937,160.7738,-0.05491542,0.09530569,0.074805,9.391316,9.020613,7.040721,6.655661,5.578885,10.01525,9.75733,8.479077,8.321706,8.028126,0,21.18046,0.07565989,19.61603,0.01170509,18.75045,0.008377586,18.32287,0.007055153,17.99467,0.01897531
588848899904241832,1237648721222303906,160.7478,-0.05555791,0.1281606,0.114028,27.91805,4.992655,4.288142,3.954473,3.801322,5.110017,5.540737,4.992176,5.310574,5.091084,0,21.74361,0.119398,19.66996,0.01213116,18.56318,0.007374126,18.07036,0.007095397,17.6798,0.016418
588848899904110673,1237648721222172839,160.4823,-0.003500419,0.1131658,0.13868,43.76639,5.827686,5.458797,5.175398,4.790599,9.632397,7.971726,7.617148,7.580097,7.9323,0,21.31551,0.08477771,19.38441,0.00853834,18.38169,0.006595853,17.93691,0.006548548,17.60505,0.01703434
588848899902800072,1237648721220862145,157.4807,-0.08247382,0.1831185,0.166976,2.762769,3.674264,3.295082,3.293177,2.878985,5.226729,4.785415,4.426619,4.317551,4.341514,0,20.98304,0.06611277,19.51363,0.01117922,18.51433,0.007211986,18.03138,0.006951428,17.71308,0.01830585
588848899899719867,1237648721217781947,150.3823,-0.1860824,0.08745652,0.065421,2.947824,2.890426,2.930239,2.600768,2.526135,4.121457,3.87737,3.831221,3.73941,3.636775,0,20.57628,0.05054968,18.84411,0.007509102,18.01086,0.005253181,17.53778,0.003952673,17.2343,0.01299133
588848899899457742,1237648721217519812,149.8012,-0.1401597,0.1247119,0.132955,5.494739,5.285006,5.183157,5.533972,7.05869,6.764242,5.665863,5.806739,6.137434,6.990238,0,20.71534,0.05439696,19.31236,0.009845251,18.42982,0.007277316,17.99151,0.008471222,17.70389,0.01867704
588848899896836308,1237648721214898370,143.8394,-0.06682192,0.09079871,0.101272,4.545047,4.893177,4.309164,4.095255,3.583523,6.24986,6.223917,6.006393,6.072596,5.748651,0,21.13165,0.08055715,19.18452,0.009498164,18.21519,0.005992335,17.76097,0.00588779,17.4238,0.01174071
588848899392209133,1237648720710271214,217.4958,-0.4185825,0.1353241,0.156748,4.356423,4.485087,4.096815,4.229755,3.97124,3.861558,4.613231,4.32581,4.839018,4.385072,0,20.94031,0.06449202,19.70506,0.01231353,18.82827,0.008873578,18.39609,0.008509411,18.1153,0.02272971
588848899392012462,1237648720710074546,216.9807,-0.5616225,0.07949784,0.084195,4.498309,8.884121,8.32688,8.179799,4.751411,5.02457,10.40386,9.809976,10.29901,9.987867,0,20.77043,0.1075195,19.26122,0.06796064,18.44972,0.05789026,17.90644,0.04437461,17.54024,0.04188092
588848899391947080,1237648720710009209,216.9206,-0.4725457,0.1361432,0.138659,5.68083,6.250305,5.336203,5.618091,5.063907,9.582253,7.870459,7.792211,7.7894,6.937315,0,21.48837,0.09987352,19.2885,0.009424482,18.15946,0.005771281,17.69882,0.004562416,17.31056,0.009985832
588848899391750345,1237648720709812409,216.4157,-0.454211,0.165427,0.159595,18.02158,5.44796,5.537075,5.390123,5.045309,10.02727,5.546868,5.734849,5.967699,5.167508,0,21.88717,0.1393315,19.90368,0.01412923,18.72813,0.00757865,18.19496,0.007375901,17.83262,0.0179681
588848899389915259,1237648720707977310,212.1647,-0.4341408,0.1131119,0.110075,8.728099,3.797791,3.71247,3.378137,3.794724,4.786032,4.883781,4.739683,4.846269,4.807617,0,20.67169,0.05301472,18.9909,0.0078874,18.06423,0.005468649,17.61986,0.005042851,17.32117,0.009712757
588848899388539170,1237648720706601309,209.154,-0.4221213,0.03012021,0.04924,8.646469,7.163718,6.951239,7.284739,6.219993,8.764767,8.22452,8.327259,8.427337,8.424101,0,20.39871,0.03915812,18.61953,0.006330926,17.7764,0.004604896,17.37336,0.004302898,17.05497,0.01004234
588848899375759565,1237648720693821710,179.8593,-0.4320939,0.08288149,0.07456,5.49138,4.984638,4.831088,4.644741,4.327298,6.617267,5.9318,6.175359,5.973864,5.626031,0,20.72112,0.04842667,19.11299,0.008766519,18.37166,0.005679426,17.97266,0.005344895,17.68355,0.01581097
588848899375694057,1237648720693756176,179.7542,-0.5454515,0.0768301,0.085812,13.44917,6.470263,6.484754,6.142716,6.053164,10.53295,6.707843,6.646939,6.587989,7.09125,0,21.14352,0.07666875,19.34521,0.008618078,18.41056,0.007056396,17.96519,0.006441861,17.6496,0.01547746
588848899375104210,1237648720693166271,178.4661,-0.4505339,0.1625239,0.201653,10.06793,8.124421,8.629163,7.840667,7.207648,11.05934,7.535109,7.728563,8.379354,6.012989,0,21.16686,0.07795534,20.08053,0.01673386,19.11654,0.01124758,18.67694,0.009032343,18.35536,0.02688266
588848899375104210,1237648720693166271,178.4661,-0.4505339,0.1626134,0.201653,10.06793,8.124421,8.629163,7.840667,7.207648,11.05934,7.535109,7.728563,8.379354,6.012989,0,21.16686,0.07795534,20.08053,0.01673386,19.11654,0.01124758,18.67694,0.009032343,18.35536,0.02688266
588848899373137979,1237648720691200151,173.8984,-0.5849339,0.1322715,0.092005,1.921679,2.238219,2.329148,2.268161,2.277876,3.423267,3.187696,3.22162,3.201759,3.193916,0,19.9274,0.02496213,18.50725,0.005002248,17.77668,0.004693502,17.38984,0.003538886,17.10346,0.00854826
588848899373137979,1237648720691200151,173.8984,-0.5849339,0.13224,0.092005,1.921679,2.238219,2.329148,2.268161,2.277876,3.423267,3.187696,3.22162,3.201759,3.193916,0,19.9274,0.02496213,18.50725,0.005002248,17.77668,0.004693502,17.38984,0.003538886,17.10346,0.00854826
588848899370975362,1237648720689037418,168.9428,-0.503135,0.1027781,0.12141,2.201483,2.612228,2.667205,2.370494,2.460308,3.670564,3.108535,3.10953,2.961151,3.063059,0,20.23005,0.0377224,18.85456,0.00729225,18.04272,0.004559351,17.50266,0.004748215,17.18393,0.01151229
588848899370975362,1237648720689037418,168.9428,-0.503135,0.102785,0.12141,2.201483,2.612228,2.667205,2.370494,2.460308,3.670564,3.108535,3.10953,2.961151,3.063059,0,20.23005,0.0377224,18.85456,0.00729225,18.04272,0.004559351,17.50266,0.004748215,17.18393,0.01151229
588848899367239879,1237648720685301979,160.4936,-0.5014268,0.1384492,0.168896,18.0207,5.695907,4.688534,4.47001,4.552946,6.897501,6.499991,6.331275,5.85309,5.889345,0,21.66025,0.1166653,19.93024,0.01478371,18.89944,0.009603901,18.43435,0.009023574,18.17082,0.02468403
588848899357147464,1237648720675209576,137.4683,-0.5046579,0.04825059,0.085785,4.373774,4.067093,3.84613,3.702868,3.627459,5.865293,4.943236,4.826198,4.716519,4.741519,0,20.21609,0.03902548,18.47087,0.005396117,17.55346,0.003559755,17.07182,0.00311346,16.69137,0.00839894
588848898857566496,1237648720175628541,222.5957,-0.8852468,0.0831912,0.103083,6.895379,5.584712,4.422874,4.06287,3.457483,6.481255,6.177048,5.859466,5.551076,5.434656,0,21.45282,0.08926971,19.36985,0.00981639,18.28874,0.006356735,17.70889,0.005580352,17.30624,0.0126782
588848898856517844,1237648720174579919,220.1762,-0.8822136,0.1327443,0.15576,6.69486,4.999535,4.994727,4.600942,4.394829,8.562366,6.657217,6.025911,5.954779,5.582195,0,21.05918,0.06643516,19.45235,0.008925991,18.45696,0.006819931,17.94398,0.005408475,17.61413,0.0150489
588848898855731553,1237648720173793689,218.4296,-0.8845706,0.1308456,0.095012,7.274105,7.703797,7.073898,6.719178,6.657767,7.715885,8.428998,7.500231,7.547273,6.297735,0,21.32784,0.08889898,20.0866,0.01650387,19.34542,0.01281122,18.89624,0.01193271,18.63093,0.03465408
588848898855731553,1237648720173793689,218.4296,-0.8845706,0.1308255,0.095012,7.274105,7.703797,7.073898,6.719178,6.657767,7.715885,8.428998,7.500231,7.547273,6.297735,0,21.32784,0.08889898,20.0866,0.01650387,19.34542,0.01281122,18.89624,0.01193271,18.63093,0.03465408
588848898854813903,1237648720172876017,216.2935,-0.9702221,0.1699854,0.165663,106.7155,3.670646,3.759812,3.803949,4.111922,4.449522,3.982936,4.208362,4.149882,4.160212,0,21.01278,0.06468838,19.59466,0.01157941,18.65277,0.007783813,18.20605,0.007658562,17.88772,0.01887334
588848898849374256,1237648720167436445,203.8352,-0.9774178,0.1425983,0.135777,2.970146,7.220399,10.26023,4.805897,5.530271,14.62372,8.210459,8.420254,7.657865,5.05828,0,21.34902,0.09668727,19.61556,0.06723996,18.61629,0.04048564,18.14555,0.03420461,17.86965,0.029069
588848898848456811,1237648720166519002,201.8198,-0.876293,0.07414491,0.058039,6.599136,4.980679,5.008993,4.917965,4.073173,6.517227,6.958109,6.942783,6.855658,6.742129,0,20.14988,0.03268927,18.34118,0.004896546,17.51747,0.003962407,17.12221,0.00391954,16.78229,0.00847757
588848898833973400,1237648720152035454,168.633,-0.8471245,0.06880429,0.061232,6.34928,5.499747,5.175329,4.808763,5.037433,7.810391,6.466526,6.753914,6.426653,6.879087,0,20.05466,0.02947384,18.4737,0.005390007,17.67881,0.004338639,17.25813,0.003781959,16.93052,0.008256327
588848900466016557,1237648721784078676,217.6918,0.2476765,0.05460015,0.125568,21.67745,14.95422,12.82822,12.75986,9.56861,19.88598,18.04913,17.70996,17.89369,12.12311,0,19.89129,0.03035969,18.26095,0.005028639,17.36123,0.00346632,16.73687,0.002979392,16.42228,0.007629893
588848898833973400,1237648720152035454,168.633,-0.8471245,0.06885027,0.061232,6.34928,5.499747,5.175329,4.808763,5.037433,7.810391,6.466526,6.753914,6.426653,6.879087,0,20.05466,0.02947384,18.4737,0.005390007,17.67881,0.004338639,17.25813,0.003781959,16.93052,0.008256327
588848898833907903,1237648720151970004,168.5571,-1.033359,0.2314903,0.181892,2.089304,3.761036,4.360882,3.936448,4.501639,7.986832,5.296053,5.59904,5.480441,6.002939,0,21.25498,0.06516977,19.88035,0.01183969,18.83632,0.008994832,18.34287,0.007209621,17.98628,0.01716591
588848898830041313,1237648720148103446,159.7246,-0.9416319,0.075511,0.061823,8.365142,8.494074,7.986293,7.718745,6.961056,7.711904,8.019114,8.24162,7.7647,7.610347,0,20.41374,0.03822916,18.52378,0.006139997,17.60279,0.003497544,17.16556,0.003363902,16.84044,0.009112722
588848898828140690,1237648720146202836,155.2841,-0.8553059,0.1266051,0.131202,9.96906,7.820885,6.56237,5.511844,5.836936,8.99149,7.839427,7.186057,7.37111,7.510914,0,20.22126,0.03070571,18.86036,0.007624622,18.02809,0.004483832,17.52975,0.005080095,17.265,0.01244687
588848898825388180,1237648720143450249,149.1025,-0.9370121,0.09104228,0.108578,3.558716,4.633368,4.746041,4.443541,4.718294,3.370562,4.68127,5.022922,5.046633,4.888378,0,20.94645,0.0666047,19.17483,0.009476665,18.16798,0.005917719,17.67499,0.004631761,17.31109,0.01289766
588848898825060515,1237648720143122589,148.3535,-0.9050349,0.1375007,0.131042,5.690766,4.655267,4.524246,4.503191,4.174176,4.489976,4.249859,4.959893,4.550185,3.740534,0,21.33665,0.09196072,19.93164,0.01618587,19.08337,0.01105004,18.63055,0.009835218,18.35378,0.02941113
588848898824601706,1237648720142663801,147.222,-0.8654268,0.06720914,0.108148,3.091703,2.756656,2.822251,2.643386,2.637274,3.333533,3.646347,3.643214,3.435227,3.741754,0,21.15672,0.08017187,19.45991,0.01167709,18.604,0.007961189,18.04899,0.007316993,17.73919,0.018029
587722984452981115,1237648705677885805,245.1476,1.000699,0.05747416,0.073373,2.915359,3.58455,3.597118,3.697947,3.275174,4.676888,4.784282,4.830167,4.751988,4.409866,0,20.93681,0.06071118,19.15749,0.008701518,18.2632,0.006152512,17.80908,0.006105846,17.47393,0.01193682
587722984452653614,1237648705677558336,244.4887,0.9276587,0.05603799,0.053731,4.19226,12.43884,5.479514,5.254992,4.488458,6.385071,8.911902,8.701259,8.479419,8.001511,0,20.93741,0.07198981,18.99456,0.007857874,18.05537,0.005362366,17.61851,0.005385083,17.31056,0.01080568
587722984441446524,1237648705666351208,218.9333,1.000422,0.1286705,0.131522,1.98653,4.048513,4.021967,3.914331,3.469841,1.765589,4.928517,4.861211,4.922847,4.492087,0,21.2695,0.1113486,19.44359,0.1192802,18.36968,0.07393956,17.89453,0.05897535,17.52712,0.03459825
588848900966252819,1237648722284314869,133.9486,0.7942843,0.04147589,0.068048,15.03347,14.57937,14.193,14.0939,13.33758,14.37817,14.16107,14.10939,14.35001,13.16937,0,19.78329,0.02878591,18.07778,0.004890159,17.20758,0.003605905,16.70085,0.002982104,16.32068,0.005845545
587722984441118926,1237648705666023585,218.0468,0.9026705,0.1442847,0.153508,3.661342,4.276362,4.510358,3.975605,3.983948,3.500682,4.796324,5.234976,5.091937,5.380718,0,20.80099,0.06351245,19.5455,0.01110728,18.7519,0.007599081,18.22391,0.007818768,17.97732,0.02166071
587722984441118926,1237648705666023585,218.0468,0.9026705,0.1442959,0.153508,3.661342,4.276362,4.510358,3.975605,3.983948,3.500682,4.796324,5.234976,5.091937,5.380718,0,20.80099,0.06351245,19.5455,0.01110728,18.7519,0.007599081,18.22391,0.007818768,17.97732,0.02166071
587722984438956257,1237648705663860969,213.2469,0.9211832,0.05287682,0.077875,14.21048,5.174883,5.22029,4.991365,4.874832,7.080554,7.454275,7.416953,7.221319,6.994148,0,19.88722,0.02789482,18.10657,0.004732322,17.37125,0.003193325,16.93188,0.003511651,16.68186,0.007884575
587722984433582270,1237648705658486983,200.9382,1.046795,0.113961,0.09045,5.324119,5.749123,5.460341,5.344915,4.888843,4.31246,5.931251,5.743335,5.6473,5.37355,0,21.15705,0.08588346,19.83104,0.01552045,19.01879,0.01146748,18.54517,0.01110052,18.2266,0.02410789
587722984432468152,1237648705657372862,198.3544,0.9206907,0.1841405,0.200535,5.759732,4.636305,4.739055,4.051421,3.362716,4.841918,6.482811,6.638146,6.491128,5.652818,0,21.74669,0.1365822,20.17524,0.01744518,19.03473,0.01010376,18.53093,0.009814539,18.22345,0.02439143
588848900973330470,1237648722291392551,150.1015,0.7045909,0.03337267,0.052514,8.404568,11.70562,11.93886,11.83589,11.81046,11.25885,13.0623,13.27656,13.61358,12.86386,0,19.1466,0.01906151,17.32776,0.004752147,16.45867,0.005864949,16.01837,0.01042015,15.66121,0.01051375
587722984431943806,1237648705656848518,197.138,0.8721976,0.09298541,0.097128,6.590394,5.995668,5.62594,5.476811,5.138969,8.406718,6.381585,6.171234,6.210432,5.930596,0,20.70474,0.05954134,19.06659,0.008257505,18.18414,0.005352299,17.70226,0.005590057,17.40352,0.01296492
587722984426766448,1237648705651671148,185.3103,0.8510162,0.09898051,0.079184,3.709415,2.991693,3.232552,3.224222,3.30041,4.394947,3.735173,3.82356,3.884921,3.679176,0,21.21548,0.08733953,19.34227,0.009909749,18.45342,0.006884368,18.02064,0.006917203,17.66653,0.01367434
587722984426766433,1237648705651671130,185.2977,0.9833632,0.1737042,0.190028,5.630843,4.782857,5.058599,4.911189,5.24672,4.718538,4.685824,5.549809,5.319669,5.809628,0,21.62238,0.1167942,19.94368,0.01401135,18.82096,0.008902031,18.28934,0.00779837,17.90654,0.0181062
587722984426438794,1237648705651343501,184.6158,1.04371,0.117247,0.147375,5.21158,4.905985,4.528381,4.230237,3.954576,7.974535,6.073331,6.278766,6.070494,6.460835,0,20.73509,0.05942538,19.1601,0.008324093,18.15561,0.005709616,17.62972,0.00538562,17.26187,0.01117211
587722983915716930,1237648705140622033,244.3808,0.5655143,0.2029381,0.204321,2.557326,2.38626,2.347486,2.357162,2.386981,2.736565,2.972761,2.897571,2.942166,2.739564,0,20.50346,0.047509,19.36331,0.009998126,18.44381,0.006940526,18.00043,0.006986878,17.71079,0.01576823
587722983899988188,1237648705124892874,208.4189,0.6214036,0.1022681,0.055235,3.597776,2.831456,3.004754,2.950856,2.833024,3.622389,3.627576,3.392502,3.534419,3.498277,0,20.69257,0.04124271,19.0978,0.008428325,18.33259,0.00627031,17.97849,0.006772093,17.7174,0.01578509
587722983899988188,1237648705124892874,208.4189,0.6214036,0.1022461,0.055235,3.597776,2.831456,3.004754,2.950856,2.833024,3.622389,3.627576,3.392502,3.534419,3.498277,0,20.69257,0.04124271,19.0978,0.008428325,18.33259,0.00627031,17.97849,0.006772093,17.7174,0.01578509
587722983895335162,1237648705120239824,197.7929,0.4393896,0.08267321,0.09282,11.21953,10.0757,9.151102,8.97332,8.957714,11.11458,11.97348,10.99766,10.94129,9.345214,0,20.62938,0.04138796,18.95716,0.006814121,18.11015,0.004635831,17.66016,0.005513619,17.37895,0.01233669
587722983889633447,1237648705114538169,184.8032,0.6049602,0.07386992,0.079815,8.768618,7.922975,6.984627,6.711469,6.493163,9.031383,8.976353,8.301975,8.24254,7.752074,0,20.08607,0.03431437,18.49745,0.005833407,17.67901,0.004533067,17.24498,0.007387635,16.93719,0.01227924
587722983377338732,1237648704602243453,240.8288,0.02427137,0.04129273,0.06282,27.92323,5.003065,5.078643,4.792606,4.532936,7.359005,5.843209,6.296037,6.170654,5.57875,0,21.10439,0.07857502,19.15987,0.008126585,18.19444,0.005944877,17.68103,0.004963155,17.30496,0.0133865
587722983376552450,1237648704601457120,239.1147,0.05926439,0.03968028,0.05377,7.019083,6.163977,6.167589,6.055261,5.480393,6.105597,7.599521,7.502438,7.6165,6.399639,0,20.54477,0.04414039,18.5011,0.005886927,17.55515,0.004046795,17.09041,0.003135049,16.69656,0.008745428
587722983371702437,1237648704596607308,228.0206,0.02131172,0.05309742,0.080241,6.143934,5.137471,5.124438,5.002834,4.850891,7.03968,6.322174,6.265746,6.283086,6.725776,0,20.61076,0.06444679,18.88908,0.03049245,18.03915,0.0266191,17.56173,0.01607352,17.22232,0.01993397
587722983364165789,1237648704589070483,210.7457,0.039151,0.08195076,0.064425,3.224698,3.636802,3.401993,3.291291,3.111325,4.562492,4.934788,4.877665,4.833937,4.827249,0,20.09761,0.03058019,18.33765,0.004771201,17.45527,0.003916132,17.04692,0.003773896,16.77597,0.009265797
587722983358464203,1237648704583368908,197.7551,0.0530316,0.09618144,0.161665,11.9317,8.920591,6.179195,4.549156,4.447416,9.833179,9.388803,8.765762,8.270821,6.931683,0,20.09563,0.02962884,18.81291,0.006274816,17.9021,0.004294415,17.36548,0.003680698,17.11792,0.009764957
587722983355908235,1237648704580812909,191.9082,0.05749616,0.0931983,0.178076,3.85827,4.225749,4.356665,4.078371,4.417336,4.078579,4.390072,4.582431,4.273476,4.579915,0,20.07866,0.0345408,19.00801,0.007906107,18.23416,0.006021176,17.73567,0.004634207,17.49112,0.01510254
587722983355908235,1237648704580812909,191.9082,0.05749616,0.09319615,0.178076,3.85827,4.225749,4.356665,4.078371,4.417336,4.078579,4.390072,4.582431,4.273476,4.579915,0,20.07866,0.0345408,19.00801,0.007906107,18.23416,0.006021176,17.73567,0.004634207,17.49112,0.01510254
587722982840861239,1237648704065765998,241.8208,-0.4108386,0.1121572,0.103892,2.953172,3.760999,4.036657,3.982843,4.142231,2.41783,4.368055,4.299088,4.420487,4.296922,0,21.342,0.09171715,19.69943,0.01039476,18.80159,0.008945324,18.29485,0.008310701,17.9897,0.0213368
587722982839812473,1237648704064717128,239.3167,-0.2953961,0.1064801,0.127086,4.909638,4.208708,4.444832,4.230458,4.444739,6.666935,4.386792,4.476876,4.667194,5.258842,0,21.24489,0.08599579,19.75164,0.01199987,18.8453,0.01058625,18.34202,0.009941258,17.99455,0.01730552
587722982832799820,1237648704057704825,223.3447,-0.2784141,0.07576872,0.088434,2.26304,2.519302,2.330847,2.235992,2.237912,2.593893,2.748715,2.672178,2.599053,2.800222,0,19.79869,0.03010224,18.79725,0.01868642,18.27379,0.03535818,17.82938,0.03665729,17.68933,0.03542258
587722982832799820,1237648704057704825,223.3447,-0.2784141,0.07580229,0.088434,2.26304,2.519302,2.330847,2.235992,2.237912,2.593893,2.748715,2.672178,2.599053,2.800222,0,19.79869,0.03010224,18.79725,0.01868642,18.27379,0.03535818,17.82938,0.03665729,17.68933,0.03542258
587722982830178498,1237648704055083194,217.3053,-0.3816188,0.1356902,0.135422,27.92302,7.398767,6.827243,6.472083,5.863714,9.692272,7.588367,7.248448,6.650047,5.90626,0,21.43282,0.09698156,19.81408,0.01350487,18.83487,0.008713988,18.33241,0.008159711,17.97868,0.01663766
587722982828146949,1237648704053051635,212.7701,-0.3185056,0.1387401,0.139604,2.969988,7.432416,6.660697,6.173442,4.387736,4.900804,7.874957,7.022783,7.229011,5.536943,0,21.78205,0.1182667,19.77634,0.02133553,18.65789,0.0147182,18.16659,0.01359263,17.84453,0.02676373
587722982827884782,1237648704052789468,212.1186,-0.2309689,0.1722034,0.181023,43.76347,7.783731,5.31917,4.430966,4.004007,7.908607,7.794773,7.476716,7.123535,7.282757,0,21.53089,0.1055014,19.88409,0.01229795,18.72824,0.008087523,18.22334,0.007529345,17.89766,0.01953909
587722982825001020,1237648704049905959,205.5509,-0.2938002,0.08609245,0.074126,3.895715,3.114546,3.241682,3.174297,3.126163,4.418472,3.712734,3.803449,3.792694,3.638203,0,19.88166,0.03001345,18.15056,0.004139717,17.51558,0.003840405,17.16003,0.003850676,16.94542,0.009791338
587722982824935686,1237648704049840359,205.3891,-0.4089124,0.07189922,0.097769,5.887291,4.860566,4.811132,4.488216,4.017369,7.162087,6.345112,6.411952,6.353089,5.879795,0,20.47878,0.04603253,18.6925,0.007463765,17.83046,0.005756955,17.32806,0.005188435,17.05509,0.01096402
587722982822772928,1237648704047677620,200.4883,-0.4107719,0.1736672,0.139454,5.355889,4.512376,4.684555,4.233603,4.187903,4.006884,4.155627,4.520077,3.883629,4.173239,0,21.7758,0.1272561,20.15527,0.01743848,19.14623,0.01096409,18.65847,0.00868195,18.37735,0.02896875
587722982820282508,1237648704045187192,194.7347,-0.3306377,0.09716015,0.098845,3.19489,3.408328,3.417606,3.398211,3.70508,3.276956,3.566051,3.44786,3.485132,4.067823,0,20.31558,0.04046718,19.05557,0.008271149,18.38378,0.006489051,18.01285,0.00657168,17.78229,0.01796988
