# sdss_dr8objid,distanceMins,ukidss_objid,eBV,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err
#
# Results of Query: Database UKIDSSDR9PLUS 09/07/14 20:06
# SELECT my.sdss_dr8objid  sdss_dr8objid, x.distanceMins    
# distanceMins, u.sourceID        ukidss_objid, u.ebv             eBV,  
#  u.yAperMag4       ukidss_y_mag, u.yAperMag4Err    ukidss_y_err,   
# u.j_1AperMag4     ukidss_j_mag, u.j_1AperMag4Err  ukidss_j_err,   
# u.hAperMag4       ukidss_h_mag, u.hAperMag4Err    ukidss_h_err,   
# u.kAperMag4       ukidss_k_mag,    u.kAperMag4Err    ukidss_k_err   
# FROM  lasSourceXDR8PhotoObj x,  lasSource u,  #userTable my   WHERE 
# x.slaveObjID=my.sdss_dr8objID and x.masterObjID=u.sourceID and 
# x.sdssPrimary=1 and x.distanceMins < .01 and u.pNoise < .05   and 
# x.distanceMins IN ( SELECT MIN(distanceMins) FROM 
# lasSourceXDR8PhotoObj WHERE masterObjID=x.masterObjID AND 
# sdssPrimary=1) order by my.sdss_dr8objid,u.sourceid
# Column Headers at start of file AND below
#
# sdss_dr8objid,distanceMins,ukidss_objid,eBV,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err
 1237653665794097401,     +0.002087,        433848613996,     +0.054960,    +16.005215,     +0.007358,    +15.486265,     +0.007682,    +14.785247,     +0.006928,    +14.460663,     +0.008031
 1237653665795342358,     +0.002295,        433847956170,     +0.024814,    +16.828465,     +0.011314,    +16.237734,     +0.011778,    +15.561701,     +0.011508,    +15.079848,     +0.014155
 1237653665795342358,     +0.002295,        433847956170,     +0.024814,    +16.828465,     +0.011314,    +16.237734,     +0.011778,    +15.561701,     +0.011508,    +15.079848,     +0.014155
 1237654028714115291,     +0.000686,        433852772453,     +0.047181,    +16.787817,     +0.012969,    +16.351316,     +0.014071,    +15.670702,     +0.016417,    +15.373395,     +0.018643
 1237654028715491423,     +0.002610,        433852832092,     +0.056731,    +16.544422,     +0.008238,    +15.956742,     +0.008098,    +15.261382,     +0.010932,    +14.703251,     +0.011837
 1237654028716146783,     +0.001434,        433852763663,     +0.037758,    +16.204470,     +0.006976,    +15.632640,     +0.007030,    +14.876695,     +0.009091,    +14.415174,     +0.010106
 1237654028716277812,     +0.002189,        433852833454,     +0.037973,    +16.483140,     +0.008227,    +15.906246,     +0.007759,    +15.224670,     +0.010942,    +14.657248,     +0.011362
 1237654028716277812,     +0.002682,        433852835867,     +0.037973,    +16.505220,     +0.008081,    +15.888624,     +0.007507,    +15.191584,     +0.010867,    +14.651536,     +0.011555
 1237654028718178435,     +0.002968,        433852810286,     +0.028536,    +17.419851,     +0.024623,    +16.809656,     +0.025114,    +16.077137,     +0.023407,    +15.287521,     +0.017487
 1237654028718964991,     +0.002599,        433852805099,     +0.027661,    +16.912115,     +0.013087,    +16.302515,     +0.013024,    +15.640921,     +0.013176,    +15.115246,     +0.014663
 1237654028718965008,     +0.001175,        433852010804,     +0.027535,    +16.383140,     +0.009814,    +15.838446,     +0.010845,    +15.126866,     +0.009264, -9.999995E008, -9.999995E008
 1237654028719161558,     +0.002582,        433852797712,     +0.024848,    +15.437811,     +0.005102,    +14.911408,     +0.004880,    +14.243469,     +0.004756,    +13.835380,     +0.005694
 1237654029250592935,     +0.001794,        433851970115,     +0.043169,    +17.047647,     +0.012049,    +16.487470,     +0.011501,    +15.805415,     +0.018248,    +15.296363,     +0.016006
 1237654029250920573,     +0.005332,        433852032659,     +0.044669,    +17.426725,     +0.017369,    +16.932526,     +0.018585,    +16.257046,     +0.029743,    +15.768568,     +0.026409
 1237654029252493418,     +0.004398,        433851161574,     +0.047818,    +16.268106,     +0.007151,    +15.724866,     +0.006940,    +15.071233,     +0.010377,    +14.641557,     +0.012596
 1237654029252493418,     +0.000450,        433851236964,     +0.047814,    +16.278496,     +0.007454,    +15.701633,     +0.007328,    +15.071457,     +0.010548,    +14.680390,     +0.013559
 1237654029253410983,     +0.002476,        433851221753,     +0.033697,    +16.697060,     +0.015924,    +16.228924,     +0.017976,    +15.605762,     +0.016187,    +15.080603,     +0.016042
 1237654029254262862,     +0.003613,        433851155681,     +0.037622,    +16.650318,     +0.009394,    +15.987148,     +0.007995,    +15.162094,     +0.012364,    +14.607393,     +0.010345
 1237654029254393988,     +0.005507,        433851215415,     +0.041717,    +16.853160,     +0.010923,    +16.217966,     +0.009968,    +15.477583,     +0.016981,    +14.879209,     +0.013379
 1237654029255508183,     +0.001133,        433851207784,     +0.029732,    +15.861039,     +0.006733,    +15.283400,     +0.006272,    +14.515789,     +0.005562,    +13.999158,     +0.005996
 1237654029255835797,     +0.001814,        433851190793,     +0.028597,    +16.705578,     +0.012230,    +16.206966,     +0.014198,    +15.498513,     +0.012703,    +14.974774,     +0.013078
 1237654029256687782,     +0.004241,        433851210534,     +0.020454,    +16.911556,     +0.016850,    +16.327568,     +0.017745,    +15.581506,     +0.014195,    +15.051482,     +0.014324
 1237654029789233209,     +0.001708,        433849623528,     +0.043197,    +16.718342,     +0.009415,    +16.209260,     +0.009320,    +15.514198,     +0.013766,    +15.134985,     +0.018856
 1237654029789233297,     +0.001507,        433850402788,     +0.044052,    +17.095049,     +0.012012,    +16.427488,     +0.011135,    +15.695750,     +0.015838,    +15.050112,     +0.017451
 1237654029790806146,     +0.000735,        433849552903,     +0.047760,    +16.666954,     +0.009671,    +16.062223,     +0.009226,    +15.282986,     +0.014734,    +14.744746,     +0.012883
 1237654029792968835,     +0.002467,        433849581708,     +0.026386,    +15.535069,     +0.006523,    +14.959135,     +0.006112,    +14.265753,     +0.005012,    +13.801049,     +0.006124
 1237654029793231212,     +0.003208,        433848805710,     +0.020073,    +16.825571,     +0.016551,    +16.201744,     +0.014427,    +15.529142,     +0.014836,    +14.989017,     +0.014618
 1237654030326628523,     +0.002540,        433848038644,     +0.040600,    +16.648697,     +0.010058,    +16.105148,     +0.009957,    +15.368843,     +0.009450,    +14.846036,     +0.010168
 1237654030326628523,     +0.002391,        433848841633,     +0.040601,    +16.651909,     +0.010161,    +16.327390,     +0.012303,    +15.376631,     +0.009980,    +14.814311,     +0.010195
 1237654030328332430,     +0.001201,        433847977145,     +0.044617,    +16.032696,     +0.006468,    +15.486306,     +0.006590,    +14.747416,     +0.007198,    +14.328414,     +0.007339
 1237654030328397971,     +0.001675,        433848060980,     +0.039107,    +16.337700,     +0.008378,    +15.798607,     +0.008897,    +15.076805,     +0.009855,    +14.679305,     +0.010221
 1237654030330691847,     +0.001095,        433848022770,     +0.021068,    +16.489850,     +0.012634,    +15.968599,     +0.013176,    +15.231323,     +0.012256,    +14.707491,     +0.012708
 1237654030861467825,     +0.001139,        433847259675,     +0.043238,    +17.757190,     +0.023293,    +17.189310,     +0.023487,    +16.451950,     +0.032737,    +16.004292,     +0.030887
 1237654030861598848,     +0.003566,        433847201019,     +0.046440,    +15.995305,     +0.007267,    +15.399854,     +0.006441, -9.999995E008, -9.999995E008,    +14.108503,     +0.006759
 1237654030861598848,     +0.003844,        433847246093,     +0.046441,    +16.049900,     +0.006751,    +15.451619,     +0.005772,    +14.710845,     +0.007370,    +14.161308,     +0.006525
 1237654030861795520,     +0.002957,        433846450968,     +0.043710,    +16.902601,     +0.011905,    +16.279156,     +0.010708,    +15.555533,     +0.013884,    +14.935333,     +0.012127
 1237654030862844023,     +0.007800,        433847177707,     +0.044821,    +16.979020,     +0.013294,    +16.369556,     +0.013388,    +15.531247,     +0.011969,    +14.818059,     +0.010518
 1237654030864089231,     +0.002513,        433846465421,     +0.040262,    +15.730680,     +0.005069,    +15.158164,     +0.004098,    +14.483972,     +0.006638,    +14.055249,     +0.006519
 1237654031401877669,     +0.001390,        433845635851,     +0.041286,    +15.650889,     +0.005220,    +15.105356,     +0.004673,    +14.392182,     +0.005464,    +14.047206,     +0.006368
 1237654031402008650,     +0.002585,        433845634484,     +0.037737,    +16.808836,     +0.011361,    +16.198430,     +0.010676,    +15.469002,     +0.012945,    +14.820930,     +0.011469
 1237654031402008650,     +0.002585,        433845634484,     +0.037737,    +16.808836,     +0.011361,    +16.198430,     +0.010676,    +15.469002,     +0.012945,    +14.820930,     +0.011469
 1237654031404171431,     +0.003931,        433844814513,     +0.021812,    +16.938622,     +0.016150, -9.999995E008, -9.999995E008,    +15.433479,     +0.012229,    +14.643269,     +0.010628
 1237654599945421125,     +0.002691,        433851017724,     +0.036492,    +16.208900,     +0.007644,    +15.755185,     +0.008869,    +15.108536,     +0.010270,    +14.728202,     +0.011253
 1237654599945421144,     +0.001780,        433850292958,     +0.038046, -9.999995E008, -9.999995E008,    +16.050575,     +0.010469,    +15.329627,     +0.011562,    +14.704012,     +0.010607
 1237654599949222081,     +0.000114,        433849472080,     +0.071158,    +16.121233,     +0.008066,    +15.553436,     +0.007129,    +14.819180,     +0.007536,    +14.385619,     +0.008309
 1237654599949222081,     +0.000885,        433849483577,     +0.071158,    +16.105639,     +0.008063,    +15.531512,     +0.007021,    +14.814550,     +0.007864,    +14.350256,     +0.008486
 1237654599952760951,     +0.002932,        433847056895,     +0.025657,    +16.364048,     +0.009680,    +15.828523,     +0.007738,    +15.139429,     +0.008994,    +14.682508,     +0.008224
 1237654599952760993,     +0.001735,        433847080191,     +0.020041,    +16.671057,     +0.012297,    +16.097422,     +0.010328,    +15.353414,     +0.011600,    +14.821151,     +0.009676
 1237654599953088617,     +0.001248,        433847811979,     +0.020930,    +16.531347,     +0.010052,    +15.954180,     +0.010645, -9.999995E008, -9.999995E008,    +14.661487,     +0.011217
 1237654599953088617,     +0.001032,        433847965023,     +0.020931,    +16.493397,     +0.009092,    +15.902882,     +0.008727,    +15.209225,     +0.009005,    +14.626917,     +0.009926
 1237654599954137320,     +0.001519,        433847091394,     +0.033135, -9.999995E008, -9.999995E008,    +15.683918,     +0.006935,    +14.956031,     +0.008041,    +14.450544,     +0.006784
 1237654599955447922,     +0.003286,        433846403474,     +0.039329,    +16.380367,     +0.008453,    +15.834044,     +0.007953,    +15.143110,     +0.010180,    +14.636591,     +0.009746
 1237654599956430961,     +0.002941,        433845608838,     +0.035442,    +16.224619,     +0.009489,    +15.618031,     +0.008913,    +14.848540,     +0.008489,    +14.314213,     +0.008916
 1237654599958069368,     +0.002188,        433845636681,     +0.041401,    +16.844704,     +0.012759,    +16.212683,     +0.011772,    +15.418656,     +0.012383,    +14.805793,     +0.012408
 1237654599958200376,     +0.001762,        433844845248,     +0.045097,    +16.774403,     +0.012403,    +16.175493,     +0.011911,    +15.392102,     +0.012714,    +14.691402,     +0.011841
 1237654599958855775,     +0.003551,        433845645994,     +0.038267,    +16.026249,     +0.007152,    +15.504842,     +0.006920,    +14.860763,     +0.008142,    +14.413037,     +0.009375
 1237654600482554001,     +0.001064,        433849446456,     +0.044069, -9.999995E008, -9.999995E008,    +16.303553,     +0.012078,    +15.557271,     +0.012546,    +14.923983,     +0.011988
 1237654600483143983,     +0.002562,        433848726993,     +0.053954,    +16.865368,     +0.017460,    +16.257448,     +0.011057,    +15.536257,     +0.011725,    +14.889136,     +0.011997
 1237654600483209531,     +0.000434,        433848634277,     +0.056924, -9.999995E008, -9.999995E008,    +15.807134,     +0.008899,    +15.047534,     +0.008355,    +14.493106,     +0.009274
 1237654600483209531,     +0.000885,        433848727249,     +0.056924,    +16.355598,     +0.011563,    +15.767448,     +0.007512,    +15.037833,     +0.007723,    +14.491520,     +0.008816
 1237654600484126935,     +0.000827,        433848635476,     +0.041091, -9.999995E008, -9.999995E008,    +16.262033,     +0.012657,    +15.550388,     +0.013292,    +14.896745,     +0.012725
 1237654600486879359,     +0.003166,        433847135368,     +0.032151, -9.999995E008, -9.999995E008,    +16.167850,     +0.011399,    +15.406714,     +0.013095,    +14.714458,     +0.009846
 1237654600487731406,     +0.005121,        433846379085,     +0.048735, -9.999995E008, -9.999995E008,    +15.738602,     +0.007449,    +14.982490,     +0.008624,    +14.403265,     +0.007510
 1237654600489304246,     +0.000401,        433845447944,     +0.028735,    +16.120940,     +0.009689,    +15.566072,     +0.007015,    +14.864697,     +0.007744,    +14.406008,     +0.007136
 1237654600489500803,     +0.000439,        433845440378,     +0.027626,    +15.993089,     +0.007687,    +15.440412,     +0.006418,    +14.742312,     +0.007138,    +14.344278,     +0.006872
 1237654600489500803,     +0.001316,        433845500135,     +0.027627,    +15.963820,     +0.008048,    +15.407184,     +0.005479,    +14.724762,     +0.006380,    +14.329790,     +0.006534
 1237654600492646712,     +0.001430,        433844795836,     +0.040633,    +16.531435,     +0.011503,    +15.903172,     +0.010743,    +15.239022,     +0.011723,    +14.643062,     +0.011822
 1237654600494416022,     +0.000799,        433843927080,     +0.041426,    +16.678682,     +0.016650,    +16.008892,     +0.013386,    +15.253099,     +0.011974,    +14.614131,     +0.011254
 1237654600496578704,     +0.001323,        433842997038,     +0.063244,    +16.210238,     +0.007290,    +15.687038,     +0.006886,    +14.985623,     +0.006425,    +14.470957,     +0.008577
 1237654600496578704,     +0.001608,        433843071735,     +0.063241,    +16.177261,     +0.007939,    +15.667569,     +0.007007,    +14.998519,     +0.008237,    +14.510308,     +0.009597
 1237654600496906376,     +0.003569,        433843958550,     +0.057138,    +17.152758,     +0.012925,    +16.420908,     +0.010600,    +15.669842,     +0.010524,    +14.949574,     +0.011601
 1237654600497430689,     +0.000495,        433843906926,     +0.047033,    +15.859492,     +0.006071,    +15.341565,     +0.005838,    +14.693604,     +0.007120,    +14.334315,     +0.008857
 1237654601017720971,     +0.000719,        433848685338,     +0.032825,    +16.799590,     +0.011259,    +16.240063,     +0.010897,    +15.562220,     +0.010385,    +15.060462,     +0.013739
 1237654601019097391,     +0.001240,        433847841633,     +0.036473, -9.999995E008, -9.999995E008,    +16.448624,     +0.016149,    +15.724007,     +0.016234,    +15.042913,     +0.014951
 1237654601020539209,     +0.000469,        433847058077,     +0.035956,    +16.619371,     +0.010304,    +15.959068,     +0.009020,    +15.233605,     +0.009151,    +14.521221,     +0.008183
 1237654601020866851,     +0.001984,        433847048125,     +0.030094,    +16.486263,     +0.009364,    +15.905525,     +0.008821,    +15.197499,     +0.009375,    +14.682822,     +0.009392
 1237654601021063251,     +0.002094,        433847145836,     +0.043948,    +16.243355,     +0.007985,    +15.748145,     +0.008045,    +15.117105,     +0.009055,    +14.710174,     +0.009901
 1237654601023619313,     +0.002368,        433845546147,     +0.037765, -9.999995E008, -9.999995E008,    +16.277912,     +0.010261,    +15.601168,     +0.015111,    +15.051780,     +0.012575
 1237654601026043913,     +0.001919,        433844638656,     +0.040520,    +15.840046,     +0.007074,    +15.215342,     +0.005465,    +14.455613,     +0.005764,    +13.970575,     +0.005208
 1237654601026044055,     +0.000986,        433844638592,     +0.038426,    +16.153519,     +0.008779,    +15.543421,     +0.007023,    +14.797381,     +0.007616,    +14.363451,     +0.007009
 1237654601026764888,     +0.000739,        433844652644,     +0.022848,    +17.452057,     +0.023753,    +16.875265,     +0.021461,    +16.138810,     +0.024670,    +15.533970,     +0.018499
 1237654601028731059,     +0.001407,        433842844296,     +0.029794,    +16.845306,     +0.017153,    +16.370945,     +0.010954,    +15.384506,     +0.014657,    +14.865122,     +0.011847
 1237654601028731059,     +0.002067,        433843002322,     +0.029794,    +16.749676,     +0.010555,    +16.135868,     +0.010219,    +15.378600,     +0.008921,    +14.824077,     +0.009850
 1237654601028731059,     +0.001456,        433843746076,     +0.029794,    +16.721209,     +0.014014,    +16.095667,     +0.008621,    +15.359528,     +0.014400,    +14.811349,     +0.011123
 1237654601030172836,     +0.000788,        433843011767,     +0.047954,    +16.520731,     +0.012660,    +15.940434,     +0.013108,    +15.178615,     +0.012500,    +14.677457,     +0.013545
 1237654601030369370,     +0.002752,        433843028990,     +0.045469,    +16.342270,     +0.009849,    +15.784726,     +0.009945,    +15.066294,     +0.010257,    +14.606311,     +0.011769
 1237654601030828176,     +0.001460,        433843039487,     +0.033645,    +16.613743,     +0.012016,    +16.072890,     +0.012622,    +15.354863,     +0.013791,    +14.816335,     +0.013782
 1237654601032794209,     +0.003285,        433841258345,     +0.040682,    +16.233702,     +0.007620,    +15.690006,     +0.006867,    +14.929193,     +0.006852,    +14.558866,     +0.008289
 1237654601033187455,     +0.002255,        433842220018,     +0.054304,    +17.168842,     +0.015140,    +16.517864,     +0.013479,    +15.783012,     +0.013471,    +15.139796,     +0.013310
 1237654601554657352,     +0.000908,        433847884738,     +0.031182,    +17.003284,     +0.012810,    +16.389978,     +0.011753,    +15.687699,     +0.011517,    +15.159104,     +0.014037
 1237654601556099267,     +0.000705,        433846335576,     +0.049484,    +16.508732,     +0.010507,    +15.916436,     +0.014240,    +15.226243,     +0.010461,    +14.715908,     +0.012124
 1237654601556492598,     +0.000119,        433846315817,     +0.038964,    +15.977434,     +0.007138,    +15.365990,     +0.008816,    +14.656460,     +0.006465, -9.999995E008, -9.999995E008
 1237654601561014488,     +0.000456,        433843759308,     +0.038823,    +16.799430,     +0.010456,    +16.231289,     +0.009523,    +15.520169,     +0.013473,    +15.088912,     +0.013760
 1237654601561735420,     +0.002188,        433843756572,     +0.044069,    +17.325966,     +0.015191,    +16.700960,     +0.013693,    +15.991881,     +0.019934,    +15.312840,     +0.017938
 1237654601565536369,     +0.002064,        433841091886,     +0.022790,    +16.815647,     +0.016863,    +16.286352,     +0.011489,    +15.547544,     +0.018080,    +15.102540,     +0.015549
 1237654601565536369,     +0.000808,        433841173176,     +0.022790,    +16.820347,     +0.013062,    +16.263346,     +0.009530,    +15.563620,     +0.015191,    +15.129429,     +0.014753
 1237654601565536369,     +0.002839,        433841214964,     +0.022790,    +16.822530,     +0.010519,    +16.268406,     +0.009837,    +15.598289,     +0.010522,    +15.106148,     +0.012835
 1237654601566257341,     +0.003247,        433841231899,     +0.024920,    +16.207610,     +0.006991,    +15.612914,     +0.005867,    +14.863214,     +0.005721,    +14.302116,     +0.006592
 1237654601567240453,     +0.001204,        433841256185,     +0.034005,    +16.449322,     +0.009266,    +15.771431,     +0.007608,    +14.913276,     +0.010643,    +14.345381,     +0.009733
 1237654601569271910,     +0.001790,        433840273642,     +0.034585,    +16.959421,     +0.013307,    +16.410040,     +0.013216,    +15.775758,     +0.013252,    +15.153316,     +0.014540
 1237654601569271932,     +0.003388,        433840273485,     +0.035587,    +16.667890,     +0.010490,    +15.971125,     +0.009027,    +15.270448,     +0.008591,    +14.506574,     +0.008341
 1237654602092314987,     +0.001415,        433845450358,     +0.033447,    +16.748734,     +0.012138,    +16.142014,     +0.017835,    +15.315910,     +0.011620,    +14.739916,     +0.011791
 1237654602093560124,     +0.003493,        433844627189,     +0.045874,    +17.509659,     +0.023149,    +17.031116,     +0.026950,    +16.267525,     +0.024318,    +15.828437,     +0.027203
 1237654602095395058,     +0.002331,        433842904254,     +0.046872,    +16.675064,     +0.009631,    +16.023624,     +0.008319,    +15.228268,     +0.011082,    +14.530255,     +0.008804
 1237654602096247083,     +0.007580,        433842921755,     +0.044308,    +15.898525,     +0.005739,    +15.317470,     +0.005220,    +14.580625,     +0.006680,    +14.119501,     +0.006467
 1237654602096377991,     +0.003225,        433842875329,     +0.041680,    +16.897230,     +0.010976,    +16.363434,     +0.010634,    +15.666610,     +0.016626,    +15.203392,     +0.015698
 1237654602096377991,     +0.003510,        433842921711,     +0.041680,    +16.880028,     +0.011075,    +16.380922,     +0.011797,    +15.631855,     +0.016493,    +15.212454,     +0.016410
 1237654602098802806,     +0.000202,        433841048542,     +0.040273,    +18.047922,     +0.029626,    +16.589256,     +0.014496,    +15.835951,     +0.018181, -9.999995E008, -9.999995E008
 1237654602098802842,     +0.000852,        433842007162,     +0.040782,    +16.563467,     +0.009152,    +15.942998,     +0.008507,    +15.179899,     +0.010722,    +14.575399,     +0.010289
 1237654602101555227,     +0.001512,        433840248506,     +0.026790,    +15.430316,     +0.004390,    +14.918212,     +0.003925,    +14.235799,     +0.005266,    +13.955624,     +0.005374
 1237654602103062643,     +0.006099,        433839437968,     +0.023938,    +16.309298,     +0.007269,    +15.689840,     +0.006214,    +14.977609,     +0.006209,    +14.495824,     +0.007846
 1237654602103455866,     +0.003668,        433839414536,     +0.025624,    +16.429577,     +0.007915,    +15.772063,     +0.006573,    +15.025248,     +0.006417,    +14.562741,     +0.008142
 1237654602104635488,     +0.001218,        433839368332,     +0.026668,    +16.519560,     +0.009744,    +16.016758,     +0.009907,    +15.294301,     +0.013666,    +14.876418,     +0.016081
 1237654602105225368,     +0.005372,        433838527998,     +0.025931,    +16.221865,     +0.007715,    +15.624777,     +0.006268,    +14.837029,     +0.006387,    +14.333397,     +0.007463
 1237654602105880659,     +0.004590,        433838470927,     +0.029110,    +16.891489,     +0.012768,    +16.292732,     +0.011721,    +15.600124,     +0.009739,    +14.936156,     +0.010763
 1237654602106470635,     +0.002335,        433838492872,     +0.032219,    +15.861347,     +0.006173,    +15.333174,     +0.005462,    +14.677370,     +0.004684,    +14.256718,     +0.006252
 1237654602107125889,     +0.005548,        433837530594,     +0.032858,    +16.972890,     +0.014362,    +16.409698,     +0.013535,    +15.737546,     +0.010900,    +15.199487,     +0.014551
 1237654602107453522,     +0.003502,        433838541295,     +0.049780,    +16.206732,     +0.007975,    +15.646754,     +0.007259,    +14.947391,     +0.005837,    +14.453418,     +0.007642
 1237654602107453594,     +0.002262,        433838537024,     +0.043368,    +16.305326,     +0.008549,    +15.750528,     +0.007774,    +15.040152,     +0.006236,    +14.557080,     +0.008268
 1237654602632593580,     +0.003672,        433842025359,     +0.043277,    +16.150087,     +0.007010,    +15.511166,     +0.006273,    +14.711226,     +0.007942,    +13.738550,     +0.005099
 1237654602635346130,     +0.002002,        433840237379,     +0.044628,    +17.192938,     +0.015368,    +16.469202,     +0.018145,    +15.746371,     +0.015693,    +15.034191,     +0.013561
 1237654602635346130,     +0.001108,        433840441583,     +0.044627,    +17.171679,     +0.014867,    +16.446720,     +0.015599,    +15.720161,     +0.013705,    +15.057102,     +0.012982
 1237654602635346130,     +0.002882,        433840448361,     +0.044626,    +17.770819,     +0.025680,    +17.071360,     +0.028168,    +15.692169,     +0.014068,    +15.060370,     +0.013111
 1237654602635542776,     +0.001750,        433840449213,     +0.049037,    +16.740047,     +0.011072,    +16.073896,     +0.012031,    +15.396435,     +0.010926,    +14.840293,     +0.011385
 1237654602639016164,     +0.008195,        433838327881,     +0.022708,    +18.432667,     +0.038192,    +17.836996,     +0.045205,    +16.387050,     +0.034536,    +15.685669,     +0.024055
 1237654602639016164,     +0.007988,        433838370583,     +0.022709,    +17.589624,     +0.019044,    +16.969017,     +0.021570,    +16.264288,     +0.030399,    +15.608039,     +0.022303
 1237654602641899637,     +0.001765,        433836476287,     +0.023335,    +16.839802,     +0.012390,    +16.232145,     +0.010674,    +15.472859,     +0.010699,    +14.854253,     +0.011838
 1237654602642817183,     +0.001233,        433836519190,     +0.029450,    +16.888090,     +0.011898,    +16.260513,     +0.009030,    +15.566895,     +0.011798,    +15.009507,     +0.013293
 1237654602642882656,     +0.001185,        433836519188,     +0.029432,    +16.583400,     +0.009528,    +15.982166,     +0.007301,    +15.275796,     +0.009439,    +14.565107,     +0.009353
 1237654604239667510,     +0.002218,        433851081313,     +0.036427,    +16.667772,     +0.010208,    +16.140720,     +0.012013,    +15.408760,     +0.012359,    +14.901181,     +0.012501
 1237654604241240321,     +0.001057,        433849460249,     +0.055287,    +16.443855,     +0.013930,    +15.871326,     +0.008593,    +15.185798,     +0.009257,    +14.646922,     +0.009582
 1237654604242288889,     +0.000750,        433849404663,     +0.030709,    +16.270386,     +0.011284,    +15.698761,     +0.007623,    +15.017101,     +0.007725,    +14.570589,     +0.008802
 1237654604242288980,     +0.001360,        433848606832,     +0.032386,    +17.472256,     +0.034213,    +16.875671,     +0.021456,    +16.054440,     +0.020051,    +15.371652,     +0.019284
 1237654604243140902,     +0.002722,        433848731326,     +0.039926,    +16.077000,     +0.007146,    +15.506861,     +0.006156,    +14.781083,     +0.006882,    +14.221045,     +0.006977
 1237654604245172394,     +0.004930,        433847823636,     +0.033628,    +16.315584,     +0.008995,    +15.744911,     +0.008783,    +15.022339,     +0.009213,    +14.608034,     +0.010448
 1237654604249628852,     +0.001940,        433845423906,     +0.034029,    +16.004509,     +0.006533,    +15.513573,     +0.006624,    +14.818961,     +0.008227,    +14.474595,     +0.008510
 1237654604249628852,     +0.000635,        433846273549,     +0.034029,    +15.924197,     +0.006161,    +15.470819,     +0.005754,    +14.824159,     +0.007572,    +14.485131,     +0.007792
 1237654604249890931,     +0.005000,        433845555141,     +0.037616,    +17.178051,     +0.014016,    +16.661657,     +0.014032,    +15.966392,     +0.019634,    +15.440043,     +0.017142
 1237654604249890931,     +0.004844,        433845559431,     +0.037616,    +17.225698,     +0.014682,    +16.684235,     +0.014818,    +15.924383,     +0.019328,    +15.450809,     +0.018015
 1237654604249890931,     +0.005366,        433845572194,     +0.037616,    +17.184732,     +0.014324,    +16.653002,     +0.014234,    +15.956479,     +0.013438,    +15.457230,     +0.015830
 1237654604251791548,     +0.007406,        433844809733,     +0.043646,    +16.721940,     +0.015128,    +16.044962,     +0.014074,    +15.109016,     +0.010986,    +14.702007,     +0.013244
 1237654604251791548,     +0.003917,        433845622640,     +0.043646,    +16.318720,     +0.010717,    +15.807419,     +0.011271,    +15.102840,     +0.010737,    +14.665432,     +0.013450
 1237654604254281893,     +0.002579,        433843917461,     +0.047717,    +15.991484,     +0.007529,    +15.463778,     +0.006837,    +14.807312,     +0.008087,    +14.330707,     +0.009186
 1237654604254478524,     +0.002818,        433843972276,     +0.058526,    +17.459587,     +0.020020,    +16.805487,     +0.017084,    +16.091772,     +0.021283,    +15.353637,     +0.019648
 1237654604254609561,     +0.001369,        433843902129,     +0.068966,    +16.847942,     +0.011446,    +16.309025,     +0.011446,    +15.689096,     +0.011615,    +15.159313,     +0.015069
 1237654604254740612,     +0.002563,        433843975810,     +0.058175,    +16.333710,     +0.009007,    +15.765956,     +0.007145,    +15.072174,     +0.008122,    +14.604727,     +0.009582
 1237654604257689710,     +0.001603,        433843903145,     +0.026333,    +16.436668,     +0.008951,    +15.931994,     +0.009238,    +15.192405,     +0.010771,    +14.741827,     +0.011340
 1237654604257689758,     +0.003455,        433843903391,     +0.024734,    +16.197313,     +0.007508,    +15.658965,     +0.007344,    +14.848628,     +0.008026,    +14.274823,     +0.007685
 1237654604259000471,     +0.000479,        433843027000,     +0.021293,    +16.923370,     +0.015683, -9.999995E008, -9.999995E008,    +15.705072,     +0.014383,    +15.208795,     +0.017985
 1237654604776145192,     +0.000315,        433849484924,     +0.041947,    +16.796627,     +0.011309,    +16.244242,     +0.010506,    +15.535909,     +0.010593,    +15.152407,     +0.014943
 1237654604776210821,     +0.001393,        433849484329,     +0.046375,    +16.271816,     +0.007836,    +15.687278,     +0.006780,    +15.003439,     +0.006782,    +14.513486,     +0.008756
 1237654604777652594,     +0.000656,        433848648497,     +0.042243, -9.999995E008, -9.999995E008,    +16.300882,     +0.014236,    +15.604720,     +0.013596,    +15.055222,     +0.014973
 1237654604780208357,     +0.002123,        433847119457,     +0.046469,    +17.141768,     +0.016503,    +16.591663,     +0.016540,    +15.945680,     +0.018263,    +15.385560,     +0.018128
 1237654604782633163,     +0.004815,        433846352459,     +0.041510, -9.999995E008, -9.999995E008,    +15.673541,     +0.007593,    +14.848640,     +0.007931,    +14.147945,     +0.006288
 1237654604782633163,     +0.003965,        433846378407,     +0.041511, -9.999995E008, -9.999995E008,    +15.635018,     +0.006683,    +14.826503,     +0.007350,    +14.180077,     +0.006242
