# sdss_dr8objid,distanceMins,ukidss_objid,eBV,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err
#
# Results of Query: Database UKIDSSDR9PLUS 09/07/14 20:06
# SELECT my.sdss_dr8objid  sdss_dr8objid, x.distanceMins    
# distanceMins, u.sourceID        ukidss_objid, u.ebv             eBV,  
#  u.yAperMag4       ukidss_y_mag, u.yAperMag4Err    ukidss_y_err,   
# u.j_1AperMag4     ukidss_j_mag, u.j_1AperMag4Err  ukidss_j_err,   
# u.hAperMag4       ukidss_h_mag, u.hAperMag4Err    ukidss_h_err,   
# u.kAperMag4       ukidss_k_mag,    u.kAperMag4Err    ukidss_k_err   
# FROM  lasSourceXDR8PhotoObj x,  lasSource u,  #userTable my   WHERE 
# x.slaveObjID=my.sdss_dr8objID and x.masterObjID=u.sourceID and 
# x.sdssPrimary=1 and x.distanceMins < .01 and u.pNoise < .05   and 
# x.distanceMins IN ( SELECT MIN(distanceMins) FROM 
# lasSourceXDR8PhotoObj WHERE masterObjID=x.masterObjID AND 
# sdssPrimary=1) order by my.sdss_dr8objid,u.sourceid
# Column Headers at start of file AND below
#
# sdss_dr8objid,distanceMins,ukidss_objid,eBV,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err
 1237658298988953746,     +0.001114,        433839288245,     +0.051685,    +16.614594,     +0.009741,    +16.046938,     +0.009310,    +15.242282,     +0.013021,    +14.705804,     +0.010883
 1237658298989609131,     +0.001203,        433838458871,     +0.052772,    +16.189795,     +0.007098,    +15.555343,     +0.006031,    +14.839203,     +0.008000,    +14.219989,     +0.006714
 1237658298990330044,     +0.000748,        433838345334,     +0.048114,    +15.631487,     +0.005311,    +15.002505,     +0.004920,    +14.251541,     +0.005020,    +13.575511,     +0.004331
 1237658298992361686,     +0.003593,        433836344284,     +0.025141,    +17.225595,     +0.013712,    +16.549234,     +0.015863,    +15.711092,     +0.011878,    +14.918158,     +0.012299
 1237658298993213659,     +0.002061,        433835389830,     +0.034268,    +16.841320,     +0.010097,    +16.283804,     +0.012214,    +15.539526,     +0.009745,    +15.065717,     +0.013997
 1237658298993213659,     +0.002533,        433835430030,     +0.034267,    +16.894468,     +0.010484,    +16.278852,     +0.013259,    +15.573335,     +0.010879,    +15.067973,     +0.014634
 1237658298993672391,     +0.002738,        433835436666,     +0.023988,    +16.691454,     +0.009262,    +16.082087,     +0.011584,    +15.412681,     +0.009070,    +14.797033,     +0.011576
 1237658298994917527,     +0.003428,        433835410661,     +0.020493,    +16.035288,     +0.006205,    +15.460963,     +0.005388,    +14.754836,     +0.008246,    +14.280710,     +0.007834
 1237658298994917570,     +0.002486,        433834477261,     +0.019615,    +16.435118,     +0.008060,    +15.867682,     +0.008106,    +15.147199,     +0.011448,    +14.740662,     +0.012843
 1237658298995114080,     +0.002532,        433834548972,     +0.024650,    +16.813425,     +0.009712,    +16.121136,     +0.008568,    +15.233111,     +0.011017,    +14.403342,     +0.008879
 1237658298995310751,     +0.001195,        433834444633,     +0.022004,    +16.419620,     +0.008214,    +15.864508,     +0.008073,    +15.159830,     +0.012096,    +14.693774,     +0.012765
 1237658298998325271,     +0.000665,        433831635972,     +0.030878,    +17.140910,     +0.013874,    +16.470379,     +0.013178,    +15.660646,     +0.012804,    +14.742639,     +0.010983
 1237658298999701617,     +0.005815,        433831653311,     +0.031317,    +17.009770,     +0.015157,    +16.470690,     +0.015019,    +15.783081,     +0.014146,    +15.325886,     +0.018178
 1237658298999701617,     +0.001979,        433831662685,     +0.031318,    +17.003828,     +0.015266,    +16.492815,     +0.015521,    +15.740709,     +0.014172,    +15.295526,     +0.017731
 1237658299520844224,     +0.003223,        433842851463,     +0.030145,    +16.108341,     +0.006473,    +15.450590,     +0.005452,    +14.769779,     +0.007788,    +14.241724,     +0.006667
 1237658299521171865,     +0.001912,        433842062430,     +0.029139,    +15.919427,     +0.005663,    +15.328370,     +0.004984,    +14.630692,     +0.006717,    +14.184496,     +0.006446
 1237658299521499560,     +0.004312,        433842071549,     +0.031110,    +16.961004,     +0.011189,    +16.342781,     +0.010333,    +15.572740,     +0.014859,    +15.041165,     +0.012891
 1237658299522810107,     +0.001782,        433841078241,     +0.065096,    +15.807131,     +0.005780,    +15.275816,     +0.005726,    +14.594053,     +0.006880,    +14.156183,     +0.007714
 1237658299522875629,     +0.001066,        433840214727,     +0.052866,    +15.740046,     +0.005455,    +15.080092,     +0.004759,    +14.359686,     +0.005579,    +13.524783,     +0.004429
 1237658299522875639,     +0.000150,        433840214374,     +0.050288,    +16.563238,     +0.009213,    +16.032711,     +0.009643,    +15.261457,     +0.012329,    +14.868960,     +0.012934
 1237658299527200895,     +0.003703,        433836343791,     +0.052350,    +16.522552,     +0.009485,    +15.942814,     +0.006895,    +15.148014,     +0.009758,    +14.571580,     +0.008492
 1237658299527200895,     +0.002659,        433836439254,     +0.052350,    +16.612774,     +0.009086,    +15.978058,     +0.007696,    +15.158052,     +0.010335,    +14.560451,     +0.008748
 1237658299528839309,     +0.000562,        433834461916,     +0.028402,    +16.988170,     +0.012114,    +16.420492,     +0.015857,    +15.702232,     +0.012659,    +15.155629,     +0.016004
 1237658299529363630,     +0.005129,        433834500119,     +0.027789,    +17.141455,     +0.012484,    +16.478874,     +0.014074,    +15.723725,     +0.011565,    +15.082524,     +0.014295
 1237658299530870917,     +0.001119,        433833450319,     +0.025592,    +17.299635,     +0.014751,    +16.659916,     +0.019544,    +15.914111,     +0.013939,    +15.272438,     +0.018490
 1237658299532312781,     +0.001708,        433832481671,     +0.024153,    +15.411603,     +0.005480,    +14.908836,     +0.005504,    +14.232412,     +0.003900,    +13.921529,     +0.005351
 1237658299532509342,     +0.003008,        433831652438,     +0.021914,    +17.066782,     +0.013559,    +16.532530,     +0.014082,    +15.812683,     +0.016794,    +15.340152,     +0.018084
 1237658299532509342,     +0.000783,        433832509898,     +0.021915,    +17.017729,     +0.020060,    +16.528711,     +0.023641,    +15.864521,     +0.014408,    +15.366298,     +0.018351
 1237658299533820175,     +0.001762,        433830842475,     +0.032459,    +15.265809,     +0.003998,    +14.679913,     +0.003099,    +13.866282,     +0.002954,    +13.173335,     +0.003063
 1237658299533885577,     +0.001621,        433830842535,     +0.027868,    +16.195555,     +0.006971,    +15.718596,     +0.006147,    +15.038346,     +0.006608,    +14.623409,     +0.008807
 1237658299533951159,     +0.003907,        433831639841,     +0.028281,    +16.291168,     +0.007402,    +15.621577,     +0.006766,    +14.850100,     +0.006317,    +14.168092,     +0.006658
 1237658299534475420,     +0.001750,        433830778474,     +0.034012,    +16.713896,     +0.008725,    +16.147980,     +0.008166,    +15.439831,     +0.014577,    +14.936786,     +0.014912
 1237658299536834774,     +0.002218,        433829883356,     +0.032164,    +16.531090,     +0.008243,    +15.906446,     +0.007082,    +15.067370,     +0.011222,    +14.569220,     +0.009609
 1237658300056797880,     +0.000546,        433841541411,     +0.026883,    +16.731081,     +0.012928,    +16.173250,     +0.010107,    +15.461785,     +0.013324,    +15.010203,     +0.012216
 1237658300056797880,     +0.001497,        433842081079,     +0.026883,    +16.766632,     +0.009732,    +16.170898,     +0.009098,    +15.487620,     +0.013751,    +14.978562,     +0.012545
 1237658300060729431,     +0.000851,        433837867690,     +0.040409,    +15.530868,     +0.005343,    +14.972427,     +0.003304,    +14.254560,     +0.004482,    +13.881430,     +0.004543
 1237658300060729431,     +0.001063,        433838357146,     +0.040409,    +15.498821,     +0.004982,    +14.936693,     +0.004290,    +14.249674,     +0.005913,    +13.868049,     +0.005633
 1237658300061384990,     +0.001005,        433836810882,     +0.045444,    +16.530990,     +0.009758,    +15.924334,     +0.007536,    +15.207760,     +0.008928,    +14.670867,     +0.008529
 1237658300061384990,     +0.002237,        433836862253,     +0.045444,    +16.545708,     +0.009796,    +15.895747,     +0.007685,    +15.223951,     +0.008960,    +14.709229,     +0.008487
 1237658300061384990,     +0.000954,        433837367110,     +0.045443,    +16.513750,     +0.009500,    +15.940645,     +0.008979,    +15.214428,     +0.013105,    +14.684643,     +0.010857
 1237658300061384990,     +0.002487,        433837407438,     +0.045444,    +16.538675,     +0.008843,    +15.946422,     +0.007832,    +15.211380,     +0.011987,    +14.661139,     +0.010543
 1237658300063285433,     +0.001398,        433835452772,     +0.048712,    +17.035645,     +0.011549,    +16.477865,     +0.011595,    +15.770153,     +0.017225,    +15.309214,     +0.016202
 1237658300063809762,     +0.003528,        433835404660,     +0.051407,    +16.715878,     +0.010408,    +16.190226,     +0.008471,    +15.426776,     +0.012135,    +14.891407,     +0.010837
 1237658300066365765,     +0.001004,        433832490409,     +0.031383,    +16.497633,     +0.011165,    +16.017149,     +0.010288,    +15.387826,     +0.010075,    +14.975892,     +0.012863
 1237658300066365765,+6.578844E-005,        433832934104,     +0.031383,    +16.537180,     +0.008997,    +16.014738,     +0.006596,    +15.380411,     +0.007102,    +14.973038,     +0.010355
 1237658300066955442,     +0.001087,        433831614404,     +0.034715,    +16.536736,     +0.012252,    +16.015032,     +0.010881,    +15.284366,     +0.009720,    +14.858853,     +0.011813
 1237658300067151969,     +0.002891,        433831600608,     +0.035952,    +15.618990,     +0.005944,    +15.068859,     +0.004965,    +14.328576,     +0.004322,    +13.877990,     +0.005066
 1237658300067414208,     +0.002252,        433831581216,     +0.027934,    +16.576616,     +0.011374,    +16.013264,     +0.010263,    +15.291129,     +0.009263,    +14.801004,     +0.010555
 1237658300067414208,     +0.001230,        433831613653,     +0.027935,    +16.571491,     +0.012081,    +16.045092,     +0.010967,    +15.282952,     +0.009474,    +14.828149,     +0.011105
 1237658300067872947,     +0.001825,        433830707131,     +0.020533,    +16.707525,     +0.013060,    +16.091220,     +0.013900,    +15.386761,     +0.009172,    +14.759635,     +0.010714
 1237658300067872947,     +0.002801,        433831604773,     +0.020533, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.449953,     +0.010036,    +14.778892,     +0.010951
 1237658300068855980,     +0.007631,        433830695503,     +0.023317, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.651427,     +0.012761,    +15.170309,     +0.017041
 1237658300068855980,     +0.009274,        433830697388,     +0.023317, -9.999995E008, -9.999995E008, -9.999995E008, -9.999995E008,    +15.709408,     +0.013254,    +15.239598,     +0.018857
 1237658300068855980,     +0.008573,        433831586210,     +0.023317,    +16.738361,     +0.015254,    +16.226955,     +0.017229,    +15.549202,     +0.010922,    +15.108687,     +0.014187
 1237658300068855980,     +0.005269,        433831593053,     +0.023318,    +16.786787,     +0.015497,    +16.251245,     +0.017406,    +15.577183,     +0.010693,    +15.146343,     +0.014395
 1237658300069707967,     +0.001588,        433829833304,     +0.024327,    +17.162690,     +0.012611,    +16.579243,     +0.011650,    +15.950438,     +0.013431,    +15.393407,     +0.017129
 1237658300070363275,     +0.002957,        433829878520,     +0.027563,    +15.835761,     +0.005520,    +15.276439,     +0.004717,    +14.585853,     +0.004958,    +14.134725,     +0.006094
 1237658300073443399,     +0.002667,        433827970178,     +0.028973,    +16.641130,     +0.011938,    +16.040806,     +0.012008,    +15.293258,     +0.010101,    +14.769025,     +0.009834
 1237658300073443399,     +0.004097,        433828132131,     +0.028973,    +16.618462,     +0.008341,    +15.995948,     +0.007209,    +15.289124,     +0.012684,    +14.766482,     +0.010967
 1237658300073836666,     +0.003101,        433827956791,     +0.035527,    +16.810040,     +0.014324,    +16.226923,     +0.013458,    +15.416151,     +0.010931,    +14.715694,     +0.009570
 1237658300073836666,     +0.001983,        433828143061,     +0.035526,    +16.797241,     +0.009422,    +16.188755,     +0.008361,    +15.421625,     +0.014523,    +14.689714,     +0.010432
 1237658300594323784,     +0.000221,        433838765280,     +0.029622,    +16.386972,     +0.009140,    +15.765874,     +0.006577,    +15.021644,     +0.009197,    +14.428076,     +0.007766
 1237658300594323784,     +0.001130,        433839261105,     +0.029622, -9.999995E008, -9.999995E008,    +15.789578,     +0.006876, -9.999995E008, -9.999995E008,    +14.441527,     +0.008698
 1237658300595830990,     +0.001626,        433837872764,     +0.046633,    +17.103245,     +0.017285,    +16.566708,     +0.010497,    +15.859986,     +0.012251,    +15.340074,     +0.016209
 1237658300595830990,     +0.001749,        433838388731,     +0.046632,    +17.137184,     +0.013678,    +16.549025,     +0.013799,    +15.895081,     +0.021746,    +15.343473,     +0.018425
 1237658300596486539,     +0.003643,        433836891435,     +0.047665,    +16.924149,     +0.012882,    +16.336285,     +0.008907,    +15.606817,     +0.011446,    +15.120678,     +0.011280
 1237658300596486539,     +0.004537,        433836895233,     +0.047665,    +16.905748,     +0.012675,    +16.361412,     +0.008927,    +15.617152,     +0.011541,    +15.105172,     +0.011535
 1237658300596486539,     +0.002925,        433837338788,     +0.047665,    +16.938164,     +0.012778,    +16.384100,     +0.013435,    +15.623501,     +0.018673,    +15.071105,     +0.016662
 1237658300596486539,     +0.002455,        433837352380,     +0.047667,    +16.907269,     +0.012905,    +16.337152,     +0.013659,    +15.624195,     +0.018368,    +15.072137,     +0.016751
 1237658300598452627,     +0.005184,        433834919250,     +0.044941,    +16.551743,     +0.009364,    +15.887273,     +0.007345,    +15.241710,     +0.008674,    +14.669442,     +0.008140
 1237658300598452627,     +0.003469,        433835421740,     +0.044942,    +16.544786,     +0.008707,    +15.919855,     +0.007252,    +15.247373,     +0.012092,    +14.628974,     +0.009332
 1237658300598583690,     +0.001838,        433834525873,     +0.043246,    +17.510480,     +0.015428,    +16.815367,     +0.014176,    +16.103280,     +0.024008,    +15.520858,     +0.019435
 1237658300598583690,     +0.000247,        433834932721,     +0.043249,    +17.435263,     +0.017676,    +16.792812,     +0.015396,    +16.141880,     +0.019032,    +15.512358,     +0.016151
 1237658300599042051,     +0.001699,        433833955997,     +0.039325,    +16.152784,     +0.006707,    +15.575949,     +0.004234,    +14.897385,     +0.005634,    +14.360369,     +0.006255
 1237658300599042051,     +0.002394,        433834518834,     +0.039326,    +16.098036,     +0.006701,    +15.580625,     +0.005443,    +14.890916,     +0.008752,    +14.368814,     +0.007700
 1237658300599107744,     +0.000474,        433834548316,     +0.043240,    +17.320820,     +0.014020,    +16.793375,     +0.013546,    +16.125230,     +0.025214,    +15.733567,     +0.024271
 1237658300599107744,     +0.000920,        433834871300,     +0.043240,    +17.253817,     +0.019123,    +16.775984,     +0.015811,    +16.114803,     +0.015293, -9.999995E008, -9.999995E008
 1237658300599828594,     +0.003243,        433833498961,     +0.050708,    +16.736895,     +0.009058,    +16.100565,     +0.007776,    +15.412969,     +0.011839,    +14.633251,     +0.008623
 1237658300599828594,     +0.002141,        433833950494,     +0.050708,    +16.615046,     +0.011904,    +16.022890,     +0.005599,    +15.294443,     +0.007674,    +14.599261,     +0.007369
 1237658300603171027,     +0.002008,        433830729120,     +0.042857,    +17.323830,     +0.019992,    +16.692528,     +0.017161,    +15.864879,     +0.014098,    +14.949650,     +0.012702
 1237658300603171027,     +0.002007,        433831196047,     +0.042857,    +17.373632,     +0.015332,    +16.703241,     +0.010401,    +15.878587,     +0.009650,    +14.915502,     +0.009348
 1237658300603760705,     +0.000645,        433830690869,     +0.029451,    +16.005796,     +0.008313,    +15.389495,     +0.006749,    +14.635724,     +0.005808,    +14.174992,     +0.006900
 1237658300603760705,     +0.000312,        433830729786,     +0.029450,    +15.964959,     +0.007287,    +15.356773,     +0.005799,    +14.643098,     +0.005448,    +14.159253,     +0.006555
 1237658300604743843,     +0.008729,        433829790517,     +0.020306,    +15.868121,     +0.007271,    +15.237074,     +0.006914,    +14.352701,     +0.004091,    +13.162790,     +0.003091
 1237658300604743843,     +0.007683,        433830207745,     +0.020306,    +15.861478,     +0.006408,    +15.237388,     +0.004143,    +14.359907,     +0.004348,    +13.210872,     +0.002847
 1237658300604940502,     +0.002293,        433829234329,     +0.019899,    +16.632488,     +0.010490,    +15.996013,     +0.007472,    +15.251078,     +0.008373,    +14.677127,     +0.008275
 1237658300604940502,     +0.001236,        433829759822,     +0.019899,    +16.628540,     +0.014079,    +16.006521,     +0.015251,    +15.270473,     +0.009007,    +14.678290,     +0.010751
 1237658300605923507,     +0.000543,        433828885328,     +0.030090,    +16.297106,     +0.009548,    +15.721644,     +0.009085,    +15.071604,     +0.007786,    +14.499820,     +0.008491
 1237658300605923507,     +0.002726,        433829329877,     +0.030089,    +16.313980,     +0.008055,    +15.750289,     +0.005037,    +15.062429,     +0.006046,    +14.530038,     +0.006901
 1237658300605923507,     +0.002228,        433829792139,     +0.030088,    +16.288746,     +0.010203,    +15.753752,     +0.010809,    +15.038962,     +0.007146,    +14.512642,     +0.008740
 1237658300606316654,     +0.002060,        433828883061,     +0.024653,    +16.858671,     +0.015207,    +16.311836,     +0.015864,    +15.620745,     +0.012862,    +14.961070,     +0.013312
 1237658300606316654,     +0.001292,        433828906323,     +0.024653,    +16.961075,     +0.011271,    +16.310528,     +0.011339,    +15.593862,     +0.011216,    +14.912524,     +0.012180
 1237658300607561835,     +0.001878,        433827953804,     +0.022342,    +16.278149,     +0.007565,    +15.708997,     +0.006564,    +14.964239,     +0.007736,    +14.456125,     +0.008318
 1237658300607561835,     +0.001253,        433828127493,     +0.022341,    +16.245842,     +0.006796,    +15.655398,     +0.005461,    +14.990332,     +0.009900,    +14.471441,     +0.008482
 1237658300608544888,     +0.007627,        433827030575,     +0.028890,    +17.383850,     +0.019891,    +16.768911,     +0.021041,    +16.026300,     +0.018968,    +16.031670,     +0.028779
 1237658300608544888,     +0.004808,        433827126903,     +0.028891,    +17.376768,     +0.018000,    +16.758373,     +0.022426,    +16.017147,     +0.013514,    +15.381111,     +0.018381
 1237658300608872546,     +0.002276,        433827010847,     +0.030205,    +17.123146,     +0.016450,    +16.502611,     +0.016977,    +15.729070,     +0.015069,    +15.102727,     +0.013454
 1237658300608872546,     +0.001862,        433827141762,     +0.030205,    +17.083296,     +0.016168,    +16.500021,     +0.014646, -9.999995E008, -9.999995E008,    +15.130496,     +0.014445
 1237658300609134728,     +0.004846,        433827034575,     +0.026239,    +17.155842,     +0.017384,    +16.593475,     +0.018803, -9.999995E008, -9.999995E008,    +15.235624,     +0.014995
 1237658300609134728,     +0.003302,        433827173134,     +0.026239,    +17.118662,     +0.019295,    +16.524078,     +0.018617,    +15.848064,     +0.019862,    +15.254030,     +0.017628
 1237658300610773128,     +0.006054,        433826201620,     +0.037907,    +16.340889,     +0.008674,    +15.911423,     +0.008439,    +14.860323,     +0.007190,    +14.308939,     +0.007620
 1237658300610773128,     +0.002675,        433827014295,     +0.037907,    +16.202726,     +0.008557,    +15.604767,     +0.007907,    +14.881941,     +0.006731,    +14.298268,     +0.006858
 1237658422475423752,     +0.001655,        433838385985,     +0.050668,    +15.005403,     +0.003542,    +14.518994,     +0.003299,    +13.904257,     +0.003550,    +13.619289,     +0.004586
 1237658422477586575,     +0.002363,        433837321083,     +0.019027,    +16.154490,     +0.007010,    +15.682352,     +0.007427,    +14.972587,     +0.010097,    +14.545546,     +0.009177
 1237658422479421675,     +0.001602,        433835496501,     +0.030363,    +17.335976,     +0.018420,    +16.748398,     +0.016967,    +15.941252,     +0.016925,    +15.330047,     +0.017810
 1237658422480732278,     +0.003939,        433835540222,     +0.024712,    +15.919591,     +0.006080,    +15.377877,     +0.004901,    +14.693715,     +0.005571,    +14.261035,     +0.006688
 1237658422481584233,     +0.001761,        433835359989,     +0.033295,    +16.851528,     +0.013053,    +16.224611,     +0.010707,    +15.505683,     +0.010840,    +14.850080,     +0.011129
 1237658422481649868,     +0.004500,        433834429058,     +0.033858,    +17.290546,     +0.019748,    +16.805857,     +0.020664,    +16.127490,     +0.019442,    +15.540555,     +0.022401
 1237658422481649868,     +0.005678,        433834429941,     +0.033857,    +17.302849,     +0.019592,    +16.766706,     +0.019791,    +16.070356,     +0.019086,    +15.489060,     +0.021438
 1237658422482829493,     +0.004117,        433833632695,     +0.042220,    +16.993517,     +0.013836,    +16.483713,     +0.011192,    +15.703228,     +0.018493,    +15.155620,     +0.015577
 1237658422484009118,     +0.002269,        433833557235,     +0.066465,    +16.532951,     +0.008624,    +16.011992,     +0.008396,    +15.339507,     +0.011958,    +14.964642,     +0.016644
 1237658422484009152,     +0.002486,        433833557058,     +0.070325,    +16.036148,     +0.006295,    +15.471469,     +0.005628,    +14.764814,     +0.007346,    +14.306627,     +0.009356
 1237658422485123120,     +0.000174,        433833538426,     +0.043954,    +16.037207,     +0.006531,    +15.463097,     +0.005790,    +14.776846,     +0.008319,    +14.298883,     +0.008420
 1237658422486761584,     +0.003108,        433832617494,     +0.024718,    +16.523016,     +0.008232,    +15.926556,     +0.006995,    +15.164295,     +0.010174,    +14.680141,     +0.011644
 1237658422487941229,     +0.001762,        433832600397,     +0.013985,    +15.983192,     +0.005931,    +15.354553,     +0.004751,    +14.606150,     +0.006103,    +14.000114,     +0.007400
 1237658422489579609,     +0.004445,        433832186119,     +0.015367,    +16.889235,     +0.012552,    +16.313267,     +0.012123,    +15.583541,     +0.015633,    +15.020784,     +0.015363
 1237658422489710789,     +0.003072,        433832191891,     +0.015653,    +16.807500,     +0.011979,    +16.186771,     +0.010992,    +15.459809,     +0.014186,    +14.916511,     +0.014309
 1237658422489776255,     +0.000518,        433832144027,     +0.015889,    +16.422197,     +0.008771,    +15.839954,     +0.007919,    +15.150368,     +0.010448,    +14.652162,     +0.010845
 1237658423005020519,     +0.002262,        433842887149,     +0.053301,    +16.261295,     +0.007342,    +15.689256,     +0.006669,    +14.925420,     +0.008235,    +14.333178,     +0.008057
 1237658423007772796,     +0.002624,        433840252950,     +0.050592,    +16.071953,     +0.006982,    +15.508649,     +0.006034,    +14.812466,     +0.008710,    +14.130756,     +0.006791
 1237658423008952561,     +0.000829,        433839232162,     +0.048271,    +16.144750,     +0.007378,    +15.575024,     +0.006976,    +14.869929,     +0.007644,    +14.330951,     +0.007232
 1237658423010066644,     +0.002391,        433838355818,     +0.071092,    +17.380590,     +0.019062,    +16.835958,     +0.025157,    +16.116793,     +0.023826,    +15.460453,     +0.019861
 1237658423012229377,     +0.001680,        433837328956,     +0.050805,    +16.172674,     +0.007758,    +15.417152,     +0.006337,    +14.480700,     +0.005545,    +13.730893,     +0.005094
 1237658423013212449,     +0.003435,        433836403992,     +0.017742,    +17.335836,     +0.014571,    +16.868788,     +0.022076,    +16.094025,     +0.015739,    +15.669731,     +0.024802
 1237658423014916387,     +0.003054,        433834605839,     +0.022862,    +15.854976,     +0.005688,    +15.348039,     +0.005185, -9.999995E008, -9.999995E008,    +14.321931,     +0.007456
 1237658423015309462,     +0.003857,        433834644495,     +0.024399,    +16.865192,     +0.010977,    +16.277237,     +0.010539,    +15.474892,     +0.012442,    +14.721283,     +0.010227
 1237658423015309462,     +0.001949,        433834647051,     +0.024399,    +16.840282,     +0.011103,    +16.245218,     +0.010630,    +15.445479,     +0.012261,    +14.666162,     +0.009916
 1237658423016030226,     +0.003350,        433833606779,     +0.027244,    +16.625704,     +0.009295,    +15.993340,     +0.008291,    +15.239135,     +0.010680,    +14.643016,     +0.009542
 1237658423018061920,     +0.001572,        433832622067,     +0.027285,    +16.638950,     +0.008725,    +16.044790,     +0.007951,    +15.303735,     +0.008432,    +14.861398,     +0.010873
 1237658423019110521,     +0.006289,        433832627501,     +0.029074,    +15.657557,     +0.005278,    +15.084555,     +0.004358,    +14.384899,     +0.004247,    +13.928388,     +0.005273
 1237658423021666373,     +0.001238,        433831648218,     +0.061910,    +16.588657,     +0.009684,    +16.016020,     +0.009914,    +15.314431,     +0.014572,    +14.887472,     +0.015833
 1237658423022321831,     +0.001024,        433830746445,     +0.042959,    +15.932931,     +0.006124,    +15.353020,     +0.005013,    +14.647818,     +0.006614,    +14.143290,     +0.006193
 1237658423024877660,     +0.002136,        433830783831,     +0.011510,    +17.388556,     +0.014723,    +16.911667,     +0.015211,    +16.276207,     +0.018947,    +15.813195,     +0.024349
 1237658423538876745,     +0.001405,        433844631007,     +0.031541,    +16.498468,     +0.009147,    +15.926049,     +0.009248,    +15.255210,     +0.010771,    +14.685036,     +0.011098
 1237658423539990844,     +0.000925,        433843744176,     +0.028860,    +16.259172,     +0.007094,    +15.691452,     +0.006558,    +14.996174,     +0.010211,    +14.479634,     +0.008177
 1237658423541432391,     +0.002341,        433842098578,     +0.035382,    +16.095705,     +0.006598,    +15.553525,     +0.006059,    +14.848363,     +0.007396,    +14.213859,     +0.007509
 1237658423541629211,     +0.002672,        433841538118,     +0.043673,    +16.713161,     +0.011767,    +16.121643,     +0.008906,    +15.433232,     +0.009635,    +14.856833,     +0.010377
 1237658423541629211,     +0.003372,        433842101018,     +0.043673,    +16.724874,     +0.010029,    +16.115524,     +0.009271,    +15.394815,     +0.011711,    +14.853377,     +0.012423
 1237658423544578163,     +0.001899,        433839287146,     +0.051811,    +16.678583,     +0.010028,    +16.071053,     +0.009066,    +15.327192,     +0.013479,    +14.622491,     +0.009637
 1237658423545430238,     +0.004352,        433838388426,     +0.041976,    +16.409290,     +0.009233,    +15.789620,     +0.008609,    +15.050199,     +0.010894,    +14.519937,     +0.009484
 1237658423549296911,     +0.006426,        433834492191,     +0.029253,    +17.060617,     +0.011280,    +16.469584,     +0.014026,    +15.762385,     +0.011384,    +15.146674,     +0.014720
 1237658423549296911,     +0.006675,        433834497835,     +0.029253,    +17.067736,     +0.011476,    +16.510187,     +0.014141,    +15.730214,     +0.011538,    +15.152357,     +0.015318
 1237658423550935223,     +0.002467,        433833459403,     +0.024203,    +16.276943,     +0.007455,    +15.685638,     +0.007052,    +14.999070,     +0.011023,    +14.339413,     +0.008981
 1237658423550935223,     +0.004156,        433834477956,     +0.024202,    +16.258469,     +0.007384,    +15.648895,     +0.007076,    +14.956621,     +0.009775,    +14.382287,     +0.009673
 1237658423553097851,     +0.003352,        433832560452,     +0.035419,    +15.961509,     +0.006346,    +15.356880,     +0.005393,    +14.680060,     +0.007132,    +14.223701,     +0.007594
 1237658423553556644,     +0.001831,        433831637052,     +0.038893,    +16.350204,     +0.007695,    +15.700766,     +0.007155,    +14.933797,     +0.006907,    +14.257111,     +0.007048
 1237658423554277662,     +0.001119,        433831636232,     +0.031229,    +16.349865,     +0.008013,    +15.855959,     +0.008177,    +15.142445,     +0.008531,    +14.780830,     +0.011630
 1237658423556309105,     +0.003884,        433830844568,     +0.035269,    +16.641508,     +0.008880,    +16.014843,     +0.007843,    +15.276325,     +0.013790, -9.999995E008, -9.999995E008
 1237658423556702396,     +0.001734,        433830805154,     +0.045125,    +17.022001,     +0.011735,    +16.498363,     +0.011483,    +15.832564,     +0.022013, -9.999995E008, -9.999995E008
 1237658423556702396,     +0.001370,        433830838696,     +0.045124,    +17.056032,     +0.012018,    +16.538847,     +0.011714,    +15.798333,     +0.021263, -9.999995E008, -9.999995E008
 1237658423556964533,     +0.000785,        433830763485,     +0.039099,    +16.539032,     +0.008570,    +15.849100,     +0.006142,    +15.056410,     +0.010119,    +14.263679,     +0.007191
 1237658423557423225,     +0.005030,        433829888647,     +0.040135,    +17.123835,     +0.012779,    +16.524645,     +0.012526,    +15.834882,     +0.013965,    +15.277703,     +0.016595
 1237658423560175759,     +0.000694,        433828904956,     +0.048744,    +16.610290,     +0.010100,    +16.049627,     +0.009331,    +15.337029,     +0.012356,    +14.836317,     +0.011654
 1237658423561683113,     +0.003915,        433828920026,     +0.012778,    +17.034357,     +0.011816,    +16.444458,     +0.012061,    +15.718393,     +0.013113,    +15.162594,     +0.014543
 1237658424079221060,     +0.001426,        433839331809,     +0.045824,    +16.522213,     +0.009248, -9.999995E008, -9.999995E008,    +15.191377,     +0.012289,    +14.751448,     +0.011677
